iter	Passed	Remaining
1657	366999	75701
1658	367266	75489
1659	367444	75259
1660	367757	75057
1661	367959	74831
1662	368223	74618
1663	368469	74402
1664	368641	74171
1665	368931	73963
1666	369182	73747
1667	369428	73531
1668	369683	73316
1669	369917	73097
1670	370245	72896
1671	370440	72670
1672	370635	72443
1673	370830	72216
1674	371063	71997
1675	371216	71762
1676	371542	71561
1677	371733	71333
1678	371911	71103
1679	372077	70871
1680	372252	70641
1681	372438	70413
1682	372804	70219
1683	373018	69996
1684	373204	69768
1685	373467	69554
1686	373736	69341
1687	374070	69141
1688	374259	68913
1689	374446	68685
1690	374632	68457
1691	374810	68227
1692	375025	68005
1693	375362	67804
1694	375568	67580
1695	375783	67357
1696	375942	67124
1697	376216	66912
1698	376586	66717
1699	376826	66498
1700	377020	66272
1701	377227	66047
1702	377393	65816
1703	377742	65617
1704	378041	65408
1705	378258	65186
1706	378515	64970
1707	378709	64744
1708	378944	64524
1709	379441	64349
1710	379649	64125
1711	379839	63898
1712	380051	63674
1713	380291	63455
1714	380631	63253
1715	380846	63030
1716	381074	62809
1717	381345	62595
1718	381522	62366
1719	381812	62155
1720	382105	61944
1721	382327	61723
1722	382597	61508
1723	382764	61277
1724	383044	61065
1725	383276	60844
1726	383543	60629
1727	383778	60409
1728	383952	60179
1729	384324	59981
1730	384615	59769
1731	384836	59547
1732	385097	59331
1733	385280	59103
1734	385618	58898
1735	385855	58678
1736	386023	58448
1737	386242	58225
1738	386479	58005
1739	386642	57774
1740	386915	57559
1741	387180	57343
1742	387389	57119
1743	387590	56893
1744	387775	56666
1745	388030	56448
1746	388294	56232
1747	388449	56000
1748	388658	55776
1749	388892	55556
1750	389086	55329
1751	389390	55119
1752	389576	54891
1753	389831	54674
1754	390008	54445
1755	390194	54218
1756	390361	53988
1757	390655	53776
1758	390831	53547
1759	391017	53320
1760	391202	53093
1761	391382	52865
1762	391688	52654
1763	391972	52440
1764	392159	52213
1765	392417	51996
1766	392619	51771
1767	393141	51588
1768	393423	51374
1769	393653	51152
1770	393871	50929
1771	394112	50709
1772	394395	50495
1773	394697	50282
1774	394950	50064
1775	395238	49849
1776	395422	49622
1777	395679	49404
1778	395932	49185
1779	396122	48958
1780	396368	48739
1781	396604	48518
1782	396917	48306
1783	397234	48095
1784	397503	47878
1785	397791	47663
1786	397980	47436
1787	398313	47227
1788	398554	47006
1789	398820	46788
1790	399042	46566
1791	399235	46339
1792	399559	46128
1793	399800	45907
1794	400026	45685
1795	400292	45467
1796	400486	45241
1797	400775	45025
1798	401031	44806
1799	401276	44586
1800	401493	44362
1801	401774	44146
1802	402150	43939
1803	402348	43714
1804	402526	43486
1805	402796	43268
1806	403001	43043
1807	403234	42821
1808	403499	42602
1809	403678	42375
1810	403856	42147
1811	404096	41926
1812	404321	41703
1813	404897	41516
1814	405105	41291
1815	405299	41065
1816	405487	40838
1817	405696	40614
1818	406036	40402
1819	406295	40183
1820	406499	39957
1821	406736	39736
1822	406955	39512
1823	407143	39285
1824	407420	39067
1825	407595	38839
1826	407845	38619
1827	408060	38395
1828	408233	38167
1829	408412	37939
1830	408724	37725
1831	408932	37500
1832	409174	37278
1833	409397	37055
1834	409593	36829
1835	409939	36617
1836	410146	36393
1837	410332	36166
1838	410488	35937
1839	410662	35709
1840	410929	35490
1841	411260	35276
1842	411424	35048
1843	411606	34821
1844	411787	34594
1845	411971	34368
1846	412208	34146
1847	412572	33934
1848	412815	33712
1849	413053	33490
1850	413273	33267
1851	413462	33041
1852	413822	32828
1853	413996	32601
1854	414253	32381
1855	414471	32157
1856	414724	31936
1857	415034	31719
1858	415229	31494
1859	415395	31266
1860	415583	31040
1861	415774	30814
1862	415955	30588
1863	416292	30373
1864	416474	30146
1865	416648	29920
1866	416844	29694
1867	417040	29469
1868	417216	29243
1869	417568	29028
1870	417801	28806
1871	418006	28581
1872	418260	28360
1873	418448	28134
1874	418956	27930
1875	419273	27713
1876	419460	27487
1877	419713	27265
1878	419957	27043
1879	420241	26823
1880	420543	26605
1881	420738	26379
1882	420897	26152
1883	421128	25929
1884	421307	25703
1885	421548	25480
1886	421843	25261
1887	422029	25035
1888	422268	24813
1889	422521	24591
1890	422821	24372
1891	423109	24152
1892	423356	23929
1893	423550	23704
1894	423748	23479
1895	423999	23257
1896	424348	23040
1897	424573	22816
1898	424802	22593
1899	425011	22369
1900	425240	22145
1901	425596	21928
1902	425790	21703
1903	425952	21476
1904	426159	21252
1905	426355	21026
1906	426540	20801
1907	426857	20582
1908	427013	20355
1909	427230	20131
1910	427514	19910
1911	427765	19687
1912	428388	19482
1913	428572	19256
1914	428825	19034
1915	429092	18812
1916	429336	18588
1917	429659	18369
1918	429846	18143
1919	430080	17920
1920	430260	17694
1921	430456	17469
1922	430667	17244
1923	430978	17024
1924	431167	16798
1925	431353	16573
1926	431572	16349
1927	431765	16124
1928	431954	15898
1929	432248	15677
1930	432439	15452
1931	432683	15229
1932	432928	15005
1933	433094	14779
1934	433452	14560
1935	433688	14336
1936	433912	14112
1937	434156	13889
1938	434345	13664
1939	434600	13441
1940	434917	13220
1941	435162	12996
1942	435411	12773
1943	435598	12548
1944	435880	12325
1945	436203	12104
1946	436376	11878
1947	436575	11653
1948	436780	11429
1949	437011	11205
1950	437385	10985
1951	437603	10760
1952	437772	10535
1953	438020	10311
1954	438200	10086
1955	438684	9868
1956	438971	9645
1957	439150	9419
1958	439424	9196
1959	439619	8971
1960	439813	8746
1961	440152	8524
1962	440357	8300
1963	440507	8074
1964	440694	7849
1965	440870	7624
1966	441076	7399
1967	441392	7177
1968	441582	6952
1969	441827	6728
1970	442093	6504
1971	442339	6280
1972	442672	6057
1973	442874	5833
1974	443110	5608
1975	443283	5384
1976	443490	5159
1977	443799	4936
1978	444058	4712
1979	444248	4487
1980	444429	4262
1981	444610	4037
1982	444843	3813
1983	445195	3590
1984	445459	3366
1985	445631	3141
1986	445853	2917
1987	446098	2692
1988	446413	2468
1989	446729	2244
1990	446944	2020
1991	447112	1795
1992	447304	1571
1993	447497	1346
1994	447777	1122
1995	448075	897
1996	448289	673
1997	448499	448
1998	448684	224
1999	448966	0
