iter	MAPE	RMSE	R2	MAE
501	0.07836818506	187988.0032	0.9940211918	86643.21728
502	0.07824511078	187897.3216	0.9940269586	86504.3822
503	0.07820177066	187820.8399	0.9940318201	86423.98477
504	0.07809214199	187746.8508	0.9940365213	86379.58125
505	0.07804274574	187675.1688	0.9940410742	86299.92424
506	0.07800385715	187625.556	0.9940442243	86265.06657
507	0.07796796289	187573.175	0.9940475493	86223.9647
508	0.07795629199	187454.7326	0.9940550642	86137.16517
509	0.07793624553	187321.5899	0.9940635062	86068.81233
510	0.07795236025	187198.915	0.9940712791	86022.49229
511	0.07791725236	187013.2507	0.9940830335	85941.77002
512	0.07777176895	186872.608	0.9940919299	85773.42017
513	0.07773832852	186764.4735	0.9940987653	85714.08701
514	0.07774421281	186612.5891	0.9941083597	85655.59913
515	0.07769815715	186542.4931	0.9941127849	85638.88776
516	0.07766033457	186423.2108	0.9941203115	85569.91091
517	0.07761024019	186382.8633	0.9941228563	85557.33703
518	0.07750682605	186256.2213	0.9941308403	85458.87566
519	0.07748605502	186057.3395	0.9941433676	85380.52651
520	0.07744065313	185922.1597	0.9941518748	85315.55577
521	0.07740406563	185463.5474	0.9941806902	85195.97141
522	0.07731394278	185244.7453	0.9941944129	85143.71931
523	0.07727726025	185094.2558	0.9942038418	85052.64123
524	0.07723902554	185018.7342	0.9942085707	85015.64356
525	0.07713012519	184892.6589	0.9942164608	84866.97469
526	0.07708823981	184815.2101	0.994221305	84867.39842
527	0.07705080637	184751.3752	0.9942252963	84830.17291
528	0.07702990905	184689.5881	0.9942291581	84786.29438
529	0.07699193258	184551.2142	0.9942378022	84702.43002
530	0.07697933014	184488.7471	0.9942417023	84669.34441
531	0.07681481012	184376.3105	0.994248719	84543.47612
532	0.07678332104	184235.3446	0.9942575099	84497.46145
533	0.07676675922	184214.678	0.9942587982	84474.78402
534	0.0767525836	183921.0239	0.9942770876	84408.79962
535	0.076765746	183871.093	0.9942801944	84358.89593
536	0.07674272583	183798.4968	0.9942847102	84293.78926
537	0.0766435991	183639.5962	0.994294588	84104.55417
538	0.07656479061	183569.0922	0.9942989681	84108.8105
539	0.07652831641	183536.887	0.9943009683	84107.67916
540	0.07643565452	183286.4773	0.9943165087	83982.94412
541	0.07641804745	183061.8643	0.9943304301	83885.671
542	0.07628612611	182886.2716	0.9943413014	83782.44144
543	0.07627581417	182650.8688	0.9943558593	83684.60699
544	0.07618327641	182546.1906	0.9943623268	83565.39984
545	0.07614325524	182430.9638	0.9943694418	83547.77254
546	0.07610490887	182288.4933	0.9943782328	83468.92657
547	0.07606973662	182076.2839	0.9943913142	83392.34198
548	0.0760441465	181971.3472	0.9943977773	83369.04255
549	0.07602164031	181912.9613	0.9944013717	83345.54015
550	0.07592612762	181613.8855	0.9944197655	83245.30402
551	0.07592905585	181441.981	0.9944303243	83195.25254
552	0.07587707515	181373.8426	0.9944345068	83209.21649
553	0.07573776229	181314.9919	0.9944381179	83084.50454
554	0.07571835186	181213.4494	0.9944443458	83029.15166
555	0.07571267123	181138.5438	0.9944489378	83014.95779
556	0.07568151807	181067.0972	0.994453316	83001.50125
557	0.07561932207	180983.6812	0.9944584254	82967.0961
558	0.07560093481	180881.5761	0.9944646764	82948.54702
559	0.07557674552	180749.4426	0.9944727605	82876.40391
560	0.07558401926	180680.6006	0.99447697	82827.09554
561	0.07553717926	180527.0353	0.9944863544	82806.51366
562	0.07549394904	180391.7186	0.9944946169	82724.04397
563	0.07546005129	180365.4318	0.9944962213	82723.26472
564	0.07540177228	180182.7522	0.9945073645	82649.91096
565	0.07536144787	180147.7744	0.9945094968	82602.82535
566	0.07535282478	180064.6525	0.9945145623	82561.89171
567	0.07526764738	179935.9473	0.9945224012	82456.44922
568	0.07528739347	179739.8663	0.9945343329	82426.54598
569	0.0752564107	179646.1253	0.9945400325	82424.19688
570	0.07518286125	179434.7791	0.9945528718	82290.95268
571	0.07513727826	179270.4496	0.9945628444	82163.81981
572	0.07511849633	179191.7447	0.9945676174	82148.93504
573	0.07512463575	179126.193	0.9945715913	82128.22522
574	0.07511324297	178994.4422	0.9945795737	82065.21477
575	0.07508013326	178972.2467	0.9945809179	82063.87432
576	0.07504267655	178820.4067	0.9945901091	82006.1396
577	0.07503296784	178791.9471	0.994591831	81988.68662
578	0.07498201785	178741.3767	0.9945948899	81944.39509
579	0.07496329112	178701.0842	0.9945973265	81920.04927
580	0.07495905938	178582.8797	0.9946044715	81873.2686
581	0.07489107758	178496.633	0.9946096818	81823.45106
582	0.07486272857	178468.8601	0.994611359	81792.78862
583	0.07486812477	178403.0397	0.994615333	81788.57957
584	0.0748243252	178352.2431	0.9946183989	81769.14298
585	0.07467247861	178251.2071	0.9946244945	81681.91126
586	0.07462018703	178161.7684	0.9946298876	81669.79597
587	0.07448140043	178063.4418	0.9946358134	81554.91796
588	0.07444648717	178011.1682	0.9946389624	81516.80669
589	0.07432731677	177959.7439	0.9946420594	81458.43793
590	0.07424649201	177801.5462	0.9946515811	81336.10424
591	0.07421910859	177501.2821	0.9946696302	81239.81125
592	0.07415082845	177427.5721	0.9946740563	81191.74237
593	0.07410276947	177148.4732	0.9946907989	81144.57335
594	0.07395953435	177102.6331	0.9946935462	81021.58553
595	0.07394103085	176995.8199	0.9946999451	80992.96728
596	0.07390860544	176853.063	0.9947084912	80917.93029
597	0.07383166832	176729.8479	0.9947158619	80847.35981
598	0.07382930547	176618.0753	0.9947225437	80782.90223
599	0.07382294819	176512.2987	0.9947288632	80738.38018
600	0.0738004026	176491.8712	0.9947300831	80739.95217
601	0.07380922505	176450.7276	0.9947325399	80722.05324
602	0.07380034592	176372.1326	0.9947372313	80682.67295
603	0.07377800414	176355.5787	0.9947382192	80692.15791
604	0.07371434688	176201.2452	0.9947474246	80529.30312
605	0.07367079142	176051.8928	0.9947563252	80437.34443
606	0.07357131097	175937.6242	0.99476313	80302.26651
607	0.0735558482	175899.8771	0.9947653769	80288.2578
608	0.07350799967	175867.3339	0.9947673136	80236.58373
609	0.07348888263	175747.8196	0.9947744231	80208.67267
610	0.07346962497	175695.934	0.9947775081	80204.27946
611	0.07346641692	175662.8831	0.9947794728	80197.36473
612	0.07343830369	175256.1229	0.9948036218	80121.18313
613	0.07342618724	175179.6343	0.9948081566	80083.69359
614	0.07337092307	175110.8561	0.9948122326	80037.25494
615	0.07334854701	175051.5291	0.9948157472	80016.70023
616	0.07332843235	175000.6415	0.9948187609	79990.49843
617	0.07330300346	174876.966	0.9948260817	79926.17718
618	0.07312983455	174784.4129	0.9948315568	79808.42743
619	0.07302625818	174708.4963	0.9948360456	79752.91134
620	0.0729748443	174579.2238	0.9948436847	79709.85055
621	0.07296005196	174559.1723	0.9948448691	79714.27311
622	0.07293912331	174500.7623	0.9948483185	79668.82927
623	0.07292049754	174405.7637	0.9948539261	79637.58105
624	0.07288933832	174336.6606	0.9948580033	79605.35383
625	0.07286211597	174176.0043	0.9948674759	79535.53919
626	0.07287423922	174142.255	0.9948694647	79518.67128
627	0.07284685405	174087.897	0.9948726672	79500.69122
628	0.07273193364	174044.9692	0.9948751956	79427.57995
629	0.07267752559	173992.5819	0.9948782802	79397.60932
630	0.07267438443	173933.2694	0.9948817715	79395.67929
631	0.07267067647	173893.3168	0.9948841226	79380.40479
632	0.07265325352	173725.0187	0.9948940203	79324.44401
633	0.07263165546	173665.404	0.994897524	79299.12231
634	0.07260621688	173542.1305	0.9949047652	79218.63462
635	0.07258834244	173392.6395	0.9949135396	79168.62796
636	0.07255805872	173272.8181	0.9949205671	79130.71571
637	0.07248578421	173209.3984	0.9949242847	79076.21809
638	0.07245628662	173135.8305	0.9949285954	79025.675
639	0.07242181826	173037.9817	0.9949343261	78962.54267
640	0.07243064229	172986.125	0.9949373618	78947.46102
641	0.07226687249	172926.4832	0.9949408522	78805.64778
642	0.07224061543	172906.4669	0.9949420233	78805.14937
643	0.07221822722	172884.8637	0.9949432871	78805.59014
644	0.07210372581	172762.3031	0.9949504542	78763.46836
645	0.07207397998	172710.0998	0.9949535053	78727.06991
646	0.07201496291	172675.7641	0.9949555117	78699.88937
647	0.07200760231	172634.2456	0.9949579372	78685.24924
648	0.0720029736	172581.966	0.9949609905	78676.35318
649	0.07198762853	172543.4975	0.9949632367	78661.99289
650	0.07194473834	172441.8306	0.9949691705	78549.09739
651	0.07190516383	172392.7866	0.9949720317	78483.49769
652	0.07188584315	172349.7019	0.9949745446	78441.23425
653	0.07183584867	172309.4326	0.9949768927	78419.30083
654	0.07182414444	172167.851	0.994985144	78377.68019
655	0.07174869342	172099.3522	0.9949891336	78275.67766
656	0.07173883087	172018.1118	0.9949938633	78244.72219
657	0.07169918723	171926.5793	0.9949991895	78212.08308
658	0.07163500993	171862.6227	0.9950029094	78120.78851
659	0.07160032346	171772.483	0.9950081499	78082.59187
660	0.07159174421	171734.1399	0.9950103782	78072.60645
661	0.0715262631	171675.902	0.9950137618	78034.80203
662	0.07146941444	171617.3567	0.995017162	78012.44733
663	0.07142068193	171581.4533	0.9950192467	78005.11426
664	0.07131568093	171486.7977	0.9950247406	77917.86458
665	0.07129477734	171343.6815	0.9950330414	77872.54742
666	0.07123194875	171151.2194	0.9950441935	77761.16546
667	0.0712104315	171102.2819	0.9950470271	77740.24054
668	0.07117252126	171041.5169	0.9950505444	77693.59491
669	0.07115631951	171023.5845	0.9950515822	77674.0756
670	0.07113846444	170972.7072	0.995054526	77649.30263
671	0.07105382314	170903.3455	0.9950585378	77567.50719
672	0.07103251137	170717.4933	0.9950692793	77515.75029
673	0.07101527	170636.1855	0.9950739749	77498.57381
674	0.07096472277	170564.612	0.9950781065	77476.88702
675	0.07086565309	170455.5149	0.9950844008	77393.0637
676	0.07082642335	170384.535	0.9950884938	77334.93667
677	0.07073694361	170276.6478	0.9950947117	77308.52036
678	0.07069608369	170214.8747	0.9950982702	77251.28251
679	0.0706897554	170113.7419	0.9951040932	77206.50851
680	0.07063425113	170090.7396	0.9951054171	77191.23936
681	0.07060453442	169982.2318	0.99511166	77127.01358
682	0.07058897699	169892.5959	0.9951168141	77096.00151
683	0.0705613243	169829.9725	0.9951204134	77060.89539
684	0.07053402874	169791.1125	0.9951226462	77031.4884
685	0.07045614942	169704.5672	0.9951276171	76973.19983
686	0.07045684882	169661.0491	0.9951301157	76965.40772
687	0.07045155876	169598.6915	0.9951336948	76956.22738
688	0.07042614571	169451.0438	0.995142164	76905.07284
689	0.07041849216	169305.6739	0.9951504954	76831.79936
690	0.07040379926	169270.1924	0.9951525278	76821.57445
691	0.07034190273	169206.8657	0.9951561542	76758.33523
692	0.07031540763	169153.1557	0.9951592288	76726.09689
693	0.07032292956	169087.3556	0.9951629941	76711.32097
694	0.07029103423	169060.404	0.995164536	76706.14073
695	0.07026673556	168939.4772	0.995171451	76646.9351
696	0.07025229511	168774.7506	0.9951808627	76613.93983
697	0.07024505423	168761.3328	0.9951816289	76608.5848
698	0.07020608732	168699.7571	0.9951851444	76552.94198
699	0.07019338201	168652.5686	0.9951878377	76522.03505
700	0.07018539755	168619.8649	0.9951897038	76513.06931
701	0.07019117749	168592.6096	0.9951912587	76502.51715
702	0.0701622177	168568.3424	0.9951926429	76498.42931
703	0.0701608019	168478.8807	0.9951977442	76506.64557
704	0.07013857085	168417.0057	0.9952012709	76465.1112
705	0.07014430435	168398.2164	0.9952023416	76463.35053
706	0.07012518506	168320.3804	0.9952067756	76431.29121
707	0.07011501488	168252.9951	0.9952106127	76401.97827
708	0.07012358637	168018.1379	0.995223974	76378.25663
709	0.0701176025	167959.2784	0.9952273196	76366.34578
710	0.07010360042	167848.9407	0.9952335882	76307.15348
711	0.07009779958	167767.5737	0.9952382083	76279.89898
712	0.07003414915	167715.6503	0.9952411553	76238.7574
713	0.06995925362	167589.6382	0.9952483037	76141.98882
714	0.06994527528	167571.0192	0.9952493594	76141.42599
715	0.06992284951	167532.0139	0.9952515708	76150.57648
716	0.06991508958	167477.3059	0.9952546715	76139.37587
717	0.06991642939	167465.7335	0.9952553273	76130.50545
718	0.06988884188	167386.6645	0.9952598066	76091.33252
719	0.06986039898	167312.1235	0.9952640275	76074.59912
720	0.0698488913	167289.9177	0.9952652845	76067.59673
721	0.06985168325	167176.7374	0.9952716889	76031.1832
722	0.06981024359	167076.1708	0.9952773759	75974.97895
723	0.0697965904	166995.9109	0.9952819121	75944.57413
724	0.0697394758	166940.2858	0.9952850547	75893.64241
725	0.06970976661	166843.9343	0.9952904957	75817.06909
726	0.06971796221	166800.1975	0.9952929645	75814.60207
727	0.06966483717	166704.1615	0.9952983832	75733.57089
728	0.06960779131	166639.7421	0.9953020162	75646.82344
729	0.06955275821	166540.8227	0.9953075921	75577.66368
730	0.06948632397	166517.3137	0.9953089167	75559.41109
731	0.06939309932	166410.9885	0.9953149056	75457.70582
732	0.06937793167	166387.666	0.9953162187	75445.02179
733	0.06933373691	166362.6134	0.995317629	75426.0177
734	0.06931594491	166330.197	0.9953194536	75407.42255
735	0.06929025533	166277.0618	0.9953224436	75389.92132
736	0.06920070899	166193.0276	0.9953271703	75299.10188
737	0.06917179048	166112.6358	0.99533169	75273.41609
738	0.06912143277	166077.8569	0.9953336446	75214.77802
739	0.06909704272	165993.7138	0.9953383718	75169.50565
740	0.06907194468	165882.887	0.9953445945	75140.5761
741	0.06906583442	165855.3879	0.9953461378	75123.72409
742	0.06906269234	165832.0735	0.9953474461	75111.73689
743	0.06898840562	165777.737	0.9953504945	75059.60884
744	0.0689346496	165718.4418	0.99535382	75025.27377
745	0.06880728218	165649.4839	0.9953576859	74900.83194
746	0.06879479327	165554.5573	0.995363005	74880.8368
747	0.06873438134	165534.025	0.9953641551	74864.93704
748	0.06871878672	165428.7032	0.9953700524	74815.09301
749	0.06870074577	165357.8097	0.9953740198	74773.42272
750	0.06868556891	165302.151	0.9953771334	74747.0777
751	0.06871298383	165279.2417	0.9953784147	74765.43091
752	0.06865972907	165246.8826	0.9953802242	74759.16434
753	0.06861830562	165229.5668	0.9953811923	74765.06012
754	0.06861550693	165182.8532	0.9953838036	74734.84694
755	0.06860369887	165173.9691	0.9953843002	74728.23968
756	0.06856339274	165134.9803	0.9953864789	74700.60057
757	0.06851678347	164995.7352	0.9953942561	74666.42287
758	0.06851230858	164887.6145	0.9954002903	74602.61341
759	0.06850157223	164789.7705	0.9954057476	74550.50056
760	0.06847168598	164730.7425	0.9954090384	74528.45768
761	0.06844092014	164699.0998	0.995410802	74518.86124
762	0.06842340192	164636.5091	0.9954142894	74498.50662
763	0.06836786064	164558.2783	0.9954186463	74433.21184
764	0.06834527698	164494.6105	0.9954221907	74416.55637
765	0.0683414989	164458.1674	0.9954242189	74407.57592
766	0.06829011931	164408.5716	0.9954269783	74394.85253
767	0.06826523193	164379.6022	0.9954285897	74389.38039
768	0.06826479515	164276.4934	0.9954343229	74329.35888
769	0.06827083778	164200.6061	0.9954385401	74301.74167
770	0.06820855364	164125.5169	0.9954427111	74228.29066
771	0.0681646015	164095.5413	0.9954443756	74201.81723
772	0.06815127675	164030.9911	0.995447959	74178.96499
773	0.06814065658	163996.4349	0.9954498767	74151.9663
774	0.06811554072	163970.0997	0.995451338	74147.36382
775	0.06812928593	163865.1016	0.9954571616	74154.40309
776	0.06809420015	163719.0833	0.9954652541	74093.63598
777	0.06809461999	163653.5813	0.995468882	74077.16224
778	0.06808434959	163622.5261	0.9954706015	74069.3448
779	0.06806988745	163603.1861	0.9954716721	74069.74854
780	0.06806247068	163564.412	0.9954738183	74051.54225
781	0.06803035625	163450.4155	0.9954801252	73992.38106
782	0.06802210269	163354.9402	0.995485404	73955.1447
783	0.06799403234	163262.4726	0.9954905135	73912.76113
784	0.06796295269	163149.3141	0.9954967625	73926.68286
785	0.0679533026	163132.529	0.995497689	73916.43864
786	0.06792122563	163039.6465	0.9955028145	73840.54763
787	0.06787777292	162994.5703	0.9955053009	73809.00685
788	0.06785356499	162920.4236	0.9955093893	73778.28476
789	0.06784526397	162835.5941	0.9955140644	73770.05001
790	0.06783037346	162819.0158	0.9955149778	73769.91951
791	0.06773625754	162759.8134	0.9955182388	73724.04272
792	0.06771784291	162697.9814	0.9955216433	73688.46744
793	0.06769807184	162598.9356	0.9955270943	73654.0885
794	0.0676665674	162476.9642	0.9955338023	73607.79493
795	0.06766562477	162444.1322	0.9955356071	73595.43121
796	0.06758917555	162390.5045	0.9955385543	73565.29858
797	0.06756613262	162305.4863	0.9955432246	73542.55652
798	0.06755055731	162229.2496	0.9955474104	73511.79091
799	0.06752412065	162184.5208	0.9955498653	73473.88232
800	0.06751203875	162131.5295	0.9955527729	73425.38737
801	0.06752063708	162065.5659	0.9955563909	73407.95173
802	0.06747264046	162012.4555	0.9955593028	73378.96591
803	0.06747093092	161872.5994	0.9955669663	73328.4429
804	0.06742492288	161770.4347	0.9955725603	73302.61843
805	0.0674141075	161745.6782	0.9955739153	73283.2042
806	0.06740259971	161699.8983	0.9955764204	73243.74557
807	0.06740084547	161659.8167	0.9955786132	73236.45129
808	0.06736663244	161609.0474	0.9955813898	73214.6435
809	0.06737047692	161565.6705	0.9955837615	73204.08746
810	0.06734540425	161455.7443	0.9955897689	73156.72121
811	0.06732244867	161327.2553	0.9955967855	73112.02712
812	0.0673051745	161250.6381	0.9956009669	73081.88188
813	0.06727724123	161200.8922	0.9956036807	73032.64153
814	0.06725738963	161112.922	0.9956084776	72991.00028
815	0.06719684167	161091.0053	0.9956096723	72973.59257
816	0.06720726625	161036.3651	0.9956126501	72980.64428
817	0.06719134851	160982.4031	0.99561559	72969.81058
818	0.06717838543	160936.5631	0.9956180866	72942.66206
819	0.06700432208	160879.1616	0.9956212118	72892.45114
820	0.06699036558	160851.686	0.9956227073	72879.6233
821	0.06697593189	160819.698	0.9956244482	72863.53443
822	0.0669751316	160717.9992	0.9956299804	72811.45328
823	0.06697346279	160703.6246	0.9956307621	72803.28903
824	0.06693414918	160668.6006	0.9956326664	72765.52436
825	0.0669193696	160653.8769	0.9956334668	72769.45084
826	0.06688321765	160612.5666	0.9956357121	72754.37017
827	0.06687155499	160583.3667	0.9956372988	72741.5878
828	0.06686872396	160531.5076	0.9956401162	72721.16479
829	0.06686725562	160504.8255	0.9956415654	72719.13242
830	0.06684769928	160383.1449	0.9956481712	72638.0824
831	0.06683710098	160289.0102	0.9956532782	72636.54112
832	0.06683543083	160233.8466	0.9956562696	72618.29033
833	0.06682815456	160184.0927	0.9956589667	72597.46096
834	0.06682228696	160165.2089	0.9956599901	72595.59438
835	0.06681515639	160043.6683	0.9956665744	72581.99253
836	0.06681756418	159872.9958	0.9956758119	72537.32641
837	0.06679009214	159848.6301	0.9956771299	72528.14218
838	0.06673885777	159799.6404	0.9956797792	72491.95059
839	0.06672420601	159468.8403	0.9956976472	72430.78563
840	0.06661845726	159441.1362	0.9956991419	72371.60844
841	0.06658034526	159380.2079	0.9957024283	72322.01739
842	0.06655586567	159346.4387	0.9957042493	72310.27339
843	0.06652898181	159308.8062	0.9957062781	72292.36181
844	0.06648155106	159254.0249	0.9957092305	72270.99069
845	0.06645916087	159190.1743	0.9957126705	72252.07302
846	0.06639893149	159140.0179	0.9957153717	72238.5295
847	0.06638797177	159113.943	0.9957167756	72222.60277
848	0.06637045658	159057.2212	0.9957198289	72200.42427
849	0.06632694459	159026.1199	0.9957215026	72191.657
850	0.06632492502	158987.787	0.995723565	72180.68278
851	0.06626669763	158937.8498	0.995726251	72127.57185
852	0.0662504274	158825.8737	0.9957322708	72061.04034
853	0.06620326274	158783.8198	0.9957345305	72029.8193
854	0.06618331797	158731.69	0.9957373308	72010.08002
855	0.06615205378	158679.2644	0.9957401461	71947.06037
856	0.06611692334	158604.539	0.9957441572	71889.87455
857	0.06611623034	158592.274	0.9957448154	71890.62833
858	0.06611542371	158527.9882	0.9957482644	71870.33799
859	0.06610879728	158499.0485	0.9957498166	71846.14254
860	0.06609803892	158411.2204	0.9957545256	71835.10074
861	0.06609532942	158293.5594	0.9957608299	71805.99928
862	0.06609561056	158222.6954	0.9957646246	71792.62186
863	0.06607969004	158159.0925	0.995768029	71748.8548
864	0.0660670197	158065.1781	0.9957730534	71709.95988
865	0.06600958341	158035.8638	0.9957746211	71693.08896
866	0.06600279145	158006.1809	0.9957762082	71685.50323
867	0.06594375006	157957.3738	0.9957788172	71650.02466
868	0.06586211895	157854.5217	0.9957843126	71555.01099
869	0.06585332061	157722.3823	0.9957913675	71482.37588
870	0.06576800437	157648.3687	0.9957953165	71459.08627
871	0.06575580381	157551.1125	0.9958005028	71440.7362
872	0.06568860554	157460.6408	0.9958053244	71409.21321
873	0.06567879621	157414.608	0.9958077766	71388.52931
874	0.0656455139	157360.3518	0.995810666	71370.48735
875	0.0656487888	157303.7874	0.9958136772	71367.67859
876	0.06562327453	156883.6102	0.9958360117	71294.6442
877	0.0655251826	156822.4546	0.9958392575	71186.9825
878	0.06551402666	156783.2264	0.9958413388	71171.35758
879	0.06547758048	156752.3204	0.9958429782	71148.68528
880	0.06543120885	156584.2192	0.9958518894	71077.06961
881	0.06532434407	156517.5531	0.9958554207	71039.41989
882	0.0653093679	156464.2213	0.9958582447	71024.08872
883	0.06528012519	156345.4778	0.9958645288	70973.84066
884	0.06527942428	156327.4367	0.9958654832	70970.32878
885	0.06527136067	156251.8771	0.995869479	70924.74407
886	0.06526905183	156184.9751	0.9958730153	70873.58113
887	0.06527359605	156070.1069	0.9958790836	70850.60916
888	0.06526985903	156016.783	0.9958818991	70840.94541
889	0.06525397528	155950.3316	0.9958854063	70788.8845
890	0.06523423766	155924.9608	0.995886745	70788.2583
891	0.06523627754	155886.2017	0.9958887896	70779.0397
892	0.06522340375	155820.2311	0.9958922686	70741.60411
893	0.06520296321	155804.0048	0.9958931241	70722.90693
894	0.06519110044	155745.1345	0.995896227	70709.32578
895	0.06519318233	155695.609	0.9958988365	70695.06344
896	0.06518543855	155631.2362	0.9959022271	70649.20162
897	0.06517600084	155526.9721	0.9959077158	70613.62027
898	0.06517281309	155518.0766	0.9959081839	70606.61076
899	0.06512743118	155471.3209	0.9959106439	70594.14624
900	0.06511121754	155412.6079	0.995913732	70572.2691
901	0.06509774535	155348.7177	0.995917091	70574.78421
902	0.06499562101	155267.7797	0.9959213444	70446.28354
903	0.06495803911	155206.7959	0.9959245477	70413.72949
904	0.06492568308	155159.4754	0.9959270324	70357.94419
905	0.06485224412	155101.7919	0.9959300602	70320.90449
906	0.06480653364	154969.8881	0.9959369797	70253.16005
907	0.06481151756	154874.012	0.9959420056	70237.18877
908	0.06480743456	154771.3718	0.9959473825	70197.94075
909	0.06479312298	154711.7475	0.9959505044	70193.8373
910	0.0647961597	154654.0959	0.9959535218	70170.6209
911	0.06481328752	154587.0296	0.9959570306	70169.65025
912	0.06479676449	154563.7894	0.9959582461	70150.92192
913	0.06478975963	154513.8287	0.9959608586	70145.51484
914	0.06468322422	154464.4029	0.9959634423	70071.84583
915	0.06469083504	154442.9667	0.9959645625	70077.83056
916	0.06466565788	154419.0959	0.9959658099	70065.72071
917	0.06465584055	154395.4807	0.9959670437	70048.43478
918	0.06458019006	154328.3101	0.995970552	70009.0921
919	0.06457452745	154301.1694	0.9959719692	69986.56415
920	0.06456498883	154253.4359	0.995974461	69969.07798
921	0.06454599032	154214.1527	0.995976511	69937.3049
922	0.06452519453	154175.4139	0.9959785322	69913.99056
923	0.06445783751	154148.5263	0.9959799347	69892.964
924	0.06443261597	154131.3704	0.9959808295	69885.65329
925	0.06443005595	154049.6663	0.9959850895	69850.1243
926	0.06435781404	153967.2061	0.9959893865	69804.79964
927	0.06433523557	153909.1168	0.9959924122	69751.773
928	0.0643119722	153876.8703	0.9959940914	69733.03897
929	0.06428982334	153833.841	0.9959963314	69703.63298
930	0.06428863329	153774.7871	0.9959994047	69683.69469
931	0.06426422787	153726.5078	0.9960019164	69653.38224
932	0.06422761344	153697.5125	0.9960034244	69628.79213
933	0.06421968339	153663.492	0.9960051935	69600.43518
934	0.06419728698	153620.5158	0.9960074277	69583.46001
935	0.06419364842	153612.1577	0.9960078622	69576.33825
936	0.06411929314	153495.5437	0.9960139211	69488.42858
937	0.06409830588	153478.4837	0.9960148071	69468.39976
938	0.06410568791	153399.4353	0.9960189111	69462.19856
939	0.06405816234	153384.6457	0.9960196788	69450.73453
940	0.06404102493	153364.8028	0.9960207085	69449.25024
941	0.06402476281	153313.8173	0.9960233539	69427.62766
942	0.06402181181	153257.3347	0.9960262834	69409.31619
943	0.06400769009	153206.0799	0.9960289409	69384.70765
944	0.06398424436	153180.0683	0.9960302892	69352.56659
945	0.06398982299	153116.3618	0.9960335905	69323.78949
946	0.06392175934	153086.8459	0.9960351195	69281.46925
947	0.0639024527	153053.0447	0.9960368702	69261.00259
948	0.06387897789	152988.0819	0.9960402338	69207.10401
949	0.0638642166	152936.9023	0.9960428827	69202.76526
950	0.06382722566	152916.4825	0.9960439393	69190.88849
951	0.0638149784	152871.742	0.9960462539	69171.26228
952	0.06381086073	152832.1463	0.9960483018	69147.30557
953	0.06376616476	152753.4955	0.996052368	69063.66533
954	0.0637372828	152703.711	0.9960549407	69013.57303
955	0.06373232708	152610.1689	0.9960597725	68971.91956
956	0.06372855403	152584.2821	0.9960611091	68961.58929
957	0.06371813278	152556.3065	0.9960625534	68948.54966
958	0.06368245621	152481.7482	0.9960664011	68911.68876
959	0.06366295682	152419.8282	0.9960695952	68874.50379
960	0.0636319898	152394.3512	0.996070909	68854.85263
961	0.06360995935	152367.5678	0.99607229	68842.06457
962	0.06360693185	152350.6827	0.9960731604	68841.26852
963	0.06361171968	152329.848	0.9960742344	68839.80093
964	0.06356059528	152284.1192	0.996076591	68825.99274
965	0.06353257057	152203.3497	0.9960807518	68773.59255
966	0.06351880032	152162.6389	0.9960828481	68747.80738
967	0.06350327928	152077.9462	0.9960872074	68721.57626
968	0.06347054605	151979.0561	0.9960922944	68678.57874
969	0.06344799711	151928.9791	0.9960948692	68638.37249
970	0.06345155411	151857.6252	0.9960985364	68623.15997
971	0.06345568959	151764.6643	0.9961033116	68611.2661
972	0.06345230394	151614.0882	0.9961110401	68552.29738
973	0.06343858152	151544.9864	0.9961145843	68536.19123
974	0.0634020848	151526.7033	0.9961155217	68524.64005
975	0.06336696544	151505.8417	0.9961165912	68479.94599
976	0.06334949716	151477.9738	0.9961180197	68470.30978
977	0.06330746127	151435.844	0.9961201788	68435.89735
978	0.06328930595	151386.3685	0.9961227135	68423.89478
979	0.06327665022	151324.64	0.9961258748	68395.22832
980	0.06320898452	151285.1646	0.9961278958	68371.90113
981	0.06322119727	151274.9433	0.996128419	68368.74836
982	0.06318333538	151233.4952	0.9961305403	68339.76814
983	0.0631738697	151160.3741	0.9961342811	68323.00793
984	0.06315743929	151126.9939	0.9961359883	68302.91502
985	0.06312232002	151058.4417	0.9961394929	68271.37667
986	0.06310542001	151012.8551	0.9961418227	68261.5018
987	0.06311090933	150985.8551	0.9961432022	68245.09747
988	0.06310671793	150963.3072	0.996144354	68237.16167
989	0.06309619888	150918.2486	0.9961466553	68225.16216
990	0.06309702897	150900.8351	0.9961475445	68211.73069
991	0.0630978521	150844.2495	0.9961504331	68200.7074
992	0.06304896143	150823.2676	0.996151504	68194.35319
993	0.06303002666	150786.4719	0.9961533816	68155.60606
994	0.06302129372	150729.7755	0.9961562737	68141.48187
995	0.06302618093	150721.0754	0.9961567174	68137.94077
996	0.06294653396	150657.8321	0.9961599421	68097.6955
997	0.06293327798	150590.1058	0.9961633938	68072.40861
998	0.0629185944	150558.1912	0.9961650198	68040.7428
999	0.06291311317	150545.1612	0.9961656836	68040.62272
1000	0.06290631249	150499.9984	0.9961679838	68022.30167
1001	0.06290938424	150455.9279	0.9961702277	68024.77563
1002	0.06290268049	150389.9953	0.9961735835	68012.07476
