iter	MAPE	RMSE	R2	MAE
1003	0.0628837407	150334.9124	0.996176386	67986.26569
1004	0.06284681219	150295.2893	0.9961784012	67945.85522
1005	0.06283150168	150279.3112	0.9961792138	67937.50502
1006	0.0627962795	150238.4864	0.9961812894	67937.15559
1007	0.06279116879	150202.2364	0.9961831319	67898.54654
1008	0.06277883594	150159.1632	0.9961853207	67871.45111
1009	0.06273308455	150143.1426	0.9961861347	67859.97885
1010	0.06267871957	150095.6432	0.9961885474	67818.61075
1011	0.06266856853	150072.3232	0.9961897317	67806.6211
1012	0.06267175891	150064.7842	0.9961901145	67803.63578
1013	0.06259423027	149992.5399	0.9961937819	67763.18872
1014	0.06259230453	149958.383	0.9961955153	67753.08816
1015	0.06258795024	149928.8851	0.9961970118	67750.38879
1016	0.06258251608	149901.72	0.9961983898	67740.26651
1017	0.06257713356	149827.6451	0.9962021461	67742.51538
1018	0.06256524064	149786.769	0.9962042181	67736.61382
1019	0.06256301597	149762.3342	0.9962054564	67724.75177
1020	0.06254263939	149706.4417	0.9962082882	67701.11935
1021	0.06253724711	149690.6841	0.9962090863	67693.01702
1022	0.06253646845	149606.9812	0.9962133247	67651.99067
1023	0.06250890859	149596.445	0.996213858	67651.31048
1024	0.06246753155	149533.7543	0.9962170306	67622.67886
1025	0.06245693657	149488.4009	0.996219325	67615.0409
1026	0.06245837293	149369.8441	0.9962253194	67574.42986
1027	0.06244982949	149362.8522	0.9962256728	67570.19897
1028	0.06242165727	149324.2272	0.9962276246	67546.41718
1029	0.06240367984	149294.466	0.9962291282	67528.05981
1030	0.06240675277	149264.4204	0.9962306458	67512.28969
1031	0.06236214162	149214.8375	0.9962331496	67480.17445
1032	0.06235910446	149189.7697	0.9962344152	67464.79009
1033	0.06231866344	149095.2629	0.9962391844	67388.75251
1034	0.0623150034	149060.3543	0.9962409453	67363.87641
1035	0.06224615971	149045.3093	0.9962417041	67331.78646
1036	0.06224547841	149029.8324	0.9962424845	67329.09391
1037	0.06223923691	148973.0131	0.9962453492	67303.15787
1038	0.06223401824	148951.128	0.9962464523	67282.07001
1039	0.06213802634	148919.1292	0.9962480648	67244.94382
1040	0.06213388653	148898.3091	0.9962491139	67225.03144
1041	0.0621249036	148881.4177	0.9962499648	67212.49782
1042	0.06206491459	148859.6647	0.9962510606	67180.96449
1043	0.06204283897	148818.3085	0.9962531434	67147.9613
1044	0.06204226825	148761.8442	0.9962559861	67136.1345
1045	0.06202362586	148729.8444	0.9962575966	67117.48231
1046	0.06202679066	148702.8597	0.9962589545	67107.89626
1047	0.06201645911	148656.2692	0.9962612984	67076.11612
1048	0.06200238352	148637.3469	0.9962622501	67080.41337
1049	0.0619855626	148603.7744	0.9962639384	67058.4875
1050	0.06195994136	148566.2243	0.9962658262	67037.64651
1051	0.06195378439	148527.6954	0.9962677628	67018.60983
1052	0.06192524719	148460.9306	0.9962711174	66969.68543
1053	0.06189350224	148418.6785	0.9962732396	66971.60251
1054	0.06189012258	148397.4844	0.9962743039	66960.75902
1055	0.06188599735	148386.4429	0.9962748583	66949.09176
1056	0.06188062925	148352.9236	0.9962765411	66945.39595
1057	0.06186840458	148298.9281	0.996279251	66921.81396
1058	0.06186334599	148283.6748	0.9962800164	66924.37313
1059	0.06184238391	148250.7878	0.9962816662	66900.91989
1060	0.06182993818	148219.8703	0.996283217	66878.01971
1061	0.06182666906	148215.1193	0.9962834553	66882.09398
1062	0.06181125924	148152.2026	0.9962866099	66859.1195
1063	0.06181271364	148131.6373	0.9962876408	66848.89999
1064	0.06182996708	148091.4665	0.9962896539	66830.35544
1065	0.06181941512	148039.43	0.996292261	66800.33919
1066	0.06177835297	147961.8225	0.9962961474	66753.79745
1067	0.0617689538	147918.5841	0.9962983118	66737.10699
1068	0.0617597134	147868.6697	0.9963008096	66733.36266
1069	0.06172067908	147807.1975	0.9963038847	66727.72699
1070	0.06169673492	147774.9948	0.996305495	66715.61713
1071	0.06165804464	147731.3474	0.9963076772	66671.33699
1072	0.06164855019	147695.5863	0.9963094645	66652.72678
1073	0.06163816466	147665.0992	0.996310988	66639.08843
1074	0.06162904606	147589.4459	0.996314767	66605.89079
1075	0.06159256188	147535.8769	0.9963174417	66555.09761
1076	0.06158923721	147478.2603	0.9963203174	66538.32907
1077	0.06157137082	147409.2251	0.9963237615	66519.40106
1078	0.06156047901	147361.2329	0.9963261549	66498.41241
1079	0.06155878002	147306.4976	0.9963288836	66479.82735
1080	0.06153182271	147269.4388	0.9963307305	66457.6388
1081	0.06150957862	147228.1399	0.9963327881	66451.59598
1082	0.06148093202	147171.9923	0.9963355847	66437.76192
1083	0.06148003731	147163.3789	0.9963360136	66428.05086
1084	0.06147034127	147141.6318	0.9963370964	66410.50322
1085	0.0614465542	147112.7016	0.9963385366	66400.28176
1086	0.06145536393	147034.0455	0.9963424509	66403.66644
1087	0.06144283299	146961.8819	0.9963460403	66371.521
1088	0.06139354533	146909.3667	0.9963486512	66347.37366
1089	0.06138520382	146883.5663	0.9963499336	66325.75922
1090	0.06135258411	146865.9318	0.99635081	66320.25018
1091	0.06135224277	146818.99	0.9963531423	66314.82047
1092	0.06134939534	146788.908	0.9963546366	66312.21929
1093	0.06132715979	146678.958	0.9963600956	66261.82083
1094	0.06132325443	146665.9857	0.9963607394	66263.90042
1095	0.06131917865	146538.6829	0.9963670542	66237.32526
1096	0.06126752949	146498.8444	0.9963690293	66190.3571
1097	0.06122343063	146483.1403	0.9963698077	66181.34016
1098	0.06121667601	146430.1309	0.9963724346	66151.44264
1099	0.06121876071	146377.462	0.9963750437	66138.41571
1100	0.06120666724	146340.3889	0.9963768797	66112.44469
1101	0.06115089239	146251.3347	0.996381288	66071.20915
1102	0.06114721871	146210.243	0.9963833211	66061.49079
1103	0.06112280864	146192.6531	0.9963841913	66054.3572
1104	0.06112219315	146133.4794	0.9963871178	66040.10058
1105	0.06110799523	146077.3	0.9963898951	66008.01956
1106	0.06110231689	146044.464	0.996391518	65992.15222
1107	0.06108858224	145996.5075	0.9963938874	65968.11792
1108	0.06108130659	145969.4329	0.9963952248	65956.12699
1109	0.06109138621	145960.488	0.9963956665	65955.13254
1110	0.06107746333	145931.7069	0.9963970878	65936.59737
1111	0.06104223127	145890.5286	0.9963991209	65929.29023
1112	0.06099323306	145845.4208	0.9964013472	65886.64426
1113	0.06099346452	145804.7798	0.9964033525	65881.05828
1114	0.06099038832	145747.2747	0.996406189	65855.10287
1115	0.06097481845	145711.4751	0.9964079543	65835.38947
1116	0.06097333576	145664.981	0.9964102462	65813.0103
1117	0.06097590553	145609.289	0.9964129906	65792.2066
1118	0.06097009184	145593.6748	0.9964137599	65780.92372
1119	0.06096192914	145570.3196	0.9964149103	65758.40876
1120	0.06095035656	145539.4974	0.9964164284	65756.62452
1121	0.06094932875	145529.8306	0.9964169044	65743.17228
1122	0.06092471064	145471.261	0.9964197879	65706.13436
1123	0.06092772082	145393.6983	0.9964236047	65692.26227
1124	0.06090348146	145334.4033	0.9964265212	65656.57278
1125	0.06089359938	145320.2871	0.9964272153	65649.67439
1126	0.06088302213	145288.5573	0.9964287753	65628.085
1127	0.06086869197	145268.0217	0.9964297848	65619.73135
1128	0.06085100327	145221.9843	0.9964320473	65595.16554
1129	0.06084685387	145207.0889	0.9964327792	65597.7127
1130	0.06084662457	145145.9607	0.996435782	65587.77129
1131	0.0608322219	145099.6426	0.9964380564	65560.45838
1132	0.06081712292	145036.0047	0.9964411801	65526.73678
1133	0.06081258845	144974.9595	0.9964441753	65510.38567
1134	0.06080108269	144924.8622	0.9964466324	65491.46411
1135	0.06078452368	144883.4992	0.9964486604	65468.90935
1136	0.06077522847	144784.9017	0.9964534924	65433.99973
1137	0.0607563842	144753.5073	0.9964550302	65416.77618
1138	0.06073007424	144734.9703	0.9964559381	65407.6102
1139	0.06071137793	144699.0966	0.9964576947	65404.70608
1140	0.06070690212	144675.9804	0.9964588264	65407.13029
1141	0.06070900488	144669.3092	0.996459153	65402.67391
1142	0.06070469682	144637.5835	0.9964607058	65386.96829
1143	0.06066426592	144581.3158	0.996463459	65353.81247
1144	0.06063130124	144562.0336	0.9964644023	65345.79671
1145	0.06062305044	144536.1503	0.9964656682	65339.33923
1146	0.06060534794	144511.8576	0.9964668562	65307.23612
1147	0.060595715	144444.2995	0.9964701588	65284.30467
1148	0.06060045673	144424.1443	0.9964711438	65275.76648
1149	0.06059606472	144390.9821	0.9964727642	65252.86253
1150	0.06059541797	144308.1391	0.9964768105	65244.70674
1151	0.06058038079	144281.4781	0.9964781122	65229.0082
1152	0.060586225	144268.3248	0.9964787543	65223.07448
1153	0.06057382613	144184.1392	0.9964828627	65207.6455
1154	0.06056931817	144132.9832	0.996485358	65193.14004
1155	0.06056978071	144102.766	0.9964868315	65189.82342
1156	0.06052295401	144085.5708	0.9964876698	65170.98203
1157	0.0605350194	144062.4672	0.9964887961	65169.19355
1158	0.06052570693	144023.2925	0.9964907055	65160.32665
1159	0.06052609135	143963.5472	0.9964936164	65154.69886
1160	0.06052012115	143835.9712	0.9964998281	65130.63848
1161	0.0605235584	143823.011	0.9965004589	65131.59793
1162	0.06052031525	143771.3641	0.9965029718	65110.74451
1163	0.0605207162	143725.8753	0.9965051843	65108.32985
1164	0.06050487131	143673.0389	0.9965077534	65080.14333
1165	0.06048185234	143622.3224	0.9965102185	65047.02014
1166	0.06047726284	143554.1349	0.9965135314	65012.47615
1167	0.06047339951	143444.9998	0.9965188304	64992.01975
1168	0.06045749917	143405.91	0.9965207275	64992.99178
1169	0.06044783237	143383.0737	0.9965218355	64987.04489
1170	0.06043937276	143338.0821	0.9965240179	64964.95316
1171	0.06046331993	143282.1441	0.9965267304	64974.10379
1172	0.06044600121	143259.2298	0.9965278413	64965.5253
1173	0.06041737076	143235.0385	0.9965290138	64945.78486
1174	0.06040822191	143176.469	0.9965318518	64920.40949
1175	0.06040876096	143166.3033	0.9965323443	64919.1063
1176	0.06035276598	143067.9794	0.9965371057	64868.79535
1177	0.06032186867	142979.4689	0.9965413891	64846.28003
1178	0.06031943599	142953.0513	0.996542667	64831.09975
1179	0.06030208746	142903.6964	0.9965450539	64803.7315
1180	0.06030728624	142825.7079	0.9965488239	64798.07451
1181	0.06031685499	142790.5395	0.9965505233	64786.51792
1182	0.06028928133	142760.6439	0.9965519675	64762.58575
1183	0.06027035867	142730.3833	0.9965534291	64758.07968
1184	0.06021934622	142670.0577	0.9965563419	64709.52494
1185	0.06022272001	142640.2947	0.9965577786	64700.26958
1186	0.06022526737	142622.7775	0.996558624	64691.00395
1187	0.06022728495	142612.1263	0.996559138	64683.97811
1188	0.06021451451	142603.6975	0.9965595447	64683.18275
1189	0.06015882336	142585.6093	0.9965604174	64665.29725
1190	0.06015225401	142542.0992	0.9965625163	64645.50776
1191	0.06015406444	142506.0862	0.996564253	64632.28984
1192	0.0601451595	142465.1895	0.9965662247	64615.89761
1193	0.06009754269	142370.6033	0.9965707827	64559.73508
1194	0.06005667659	142290.0406	0.9965746626	64490.13128
1195	0.06003755541	142263.574	0.9965759367	64472.8645
1196	0.06003695303	142238.6726	0.9965771353	64455.63606
1197	0.06002280719	142181.2323	0.9965798993	64436.15482
1198	0.0599564203	142141.6905	0.9965818013	64403.64651
1199	0.05995204676	142123.7124	0.9965826659	64401.88271
1200	0.05992759209	142102.7505	0.9965836739	64371.28724
1201	0.05992055918	142030.0878	0.9965871668	64347.79538
1202	0.05989900618	141983.9078	0.9965893858	64340.36975
1203	0.05987865453	141947.1384	0.996591152	64318.00745
1204	0.059870354	141937.6424	0.9965916081	64309.18464
1205	0.05987362827	141920.4246	0.996592435	64301.99813
1206	0.05983019652	141860.0125	0.9965953354	64244.62668
1207	0.05982374998	141841.9414	0.9965962027	64243.48249
1208	0.05979984191	141822.7877	0.996597122	64223.86819
1209	0.05977140621	141780.5657	0.9965991478	64209.26248
1210	0.05976203842	141775.6684	0.9965993827	64204.26965
1211	0.05972503665	141715.6597	0.9966022608	64156.70378
1212	0.05971116767	141690.5224	0.9966034661	64137.09181
1213	0.05970315425	141607.0941	0.9966074647	64118.27159
1214	0.0596965312	141596.6283	0.9966079662	64109.2463
1215	0.0596695153	141564.6381	0.9966094987	64092.72475
1216	0.05961218231	141521.7078	0.9966115548	64049.97101
1217	0.05961246211	141513.4676	0.9966119493	64047.5927
1218	0.05957317254	141472.9224	0.9966138905	63993.60961
1219	0.05956016993	141465.2832	0.9966142562	63993.53238
1220	0.05954076879	141427.5173	0.9966160637	63970.68824
1221	0.05953526679	141357.3889	0.9966194187	63958.42258
1222	0.05952176698	141320.2351	0.9966211956	63951.78656
1223	0.05951074023	141237.3163	0.9966251594	63940.96703
1224	0.05945667908	141205.1477	0.9966266966	63889.68575
1225	0.05944274218	141177.3701	0.9966280236	63868.08352
1226	0.05935682171	141150.9588	0.9966292851	63794.47622
1227	0.05935994897	141131.212	0.9966302282	63798.93683
1228	0.05935632191	141069.6351	0.9966331681	63771.46731
1229	0.05934209373	141001.102	0.9966364386	63750.2281
1230	0.05933966895	140963.8038	0.9966382178	63745.38414
1231	0.05924809854	140859.4158	0.996643195	63673.28973
1232	0.05918644686	140830.1494	0.9966445897	63631.42726
1233	0.05918571293	140813.2715	0.9966453939	63631.31017
1234	0.05915177012	140784.2373	0.9966467772	63602.1188
1235	0.05914918397	140763.3868	0.9966477703	63601.23302
1236	0.05914094759	140749.2736	0.9966484425	63588.05445
1237	0.05915490351	140706.9946	0.9966504557	63575.66444
1238	0.05914659515	140654.889	0.996652936	63554.91696
1239	0.05908889203	140622.5228	0.9966544762	63534.09945
1240	0.05909402091	140531.5028	0.9966588057	63505.84343
1241	0.05907825323	140508.5105	0.9966598989	63493.70633
1242	0.05907396364	140496.9522	0.9966604484	63489.35158
1243	0.05907430257	140445.7141	0.9966628838	63471.72093
1244	0.05906261005	140433.2507	0.996663476	63463.36992
1245	0.05905679626	140418.4127	0.9966641811	63429.0284
1246	0.05902125935	140386.4936	0.9966656975	63417.19688
1247	0.05901325525	140365.1365	0.9966667119	63399.09536
1248	0.05901290393	140294.807	0.9966700513	63381.50346
1249	0.05899758937	140266.5101	0.9966713944	63370.23195
1250	0.05897478559	140227.077	0.9966732657	63334.63463
1251	0.05887011477	140174.4034	0.9966757645	63258.03415
1252	0.05886768932	140169.1472	0.9966760138	63255.53441
1253	0.05885337285	140094.4004	0.996679558	63230.68964
1254	0.05885850126	140061.4634	0.9966811191	63222.80268
1255	0.05884764898	139982.7449	0.9966848487	63206.15989
1256	0.05883259343	139918.6025	0.9966878861	63167.07999
1257	0.0587887396	139846.2417	0.996691311	63111.0133
1258	0.05876289034	139823.2122	0.9966924006	63103.6722
1259	0.05875276057	139811.9919	0.9966929315	63096.49556
1260	0.0587509776	139787.4106	0.9966940942	63081.37337
1261	0.05874723473	139745.7591	0.996696064	63066.25556
1262	0.05873192418	139717.7407	0.9966973887	63036.80046
1263	0.05871350793	139677.4588	0.9966992928	63017.40382
1264	0.05870352514	139653.0965	0.9967004441	62998.20449
1265	0.05870403162	139647.3717	0.9967007146	62998.39131
1266	0.05868782011	139606.3894	0.9967026508	62972.78859
1267	0.05868222885	139532.3833	0.9967061458	62951.67068
1268	0.05867985574	139490.8139	0.9967081081	62937.64556
1269	0.05866836476	139467.2608	0.9967092197	62931.99234
1270	0.05865590788	139424.9144	0.9967112177	62904.08142
1271	0.05865155542	139415.9438	0.9967116409	62902.15806
1272	0.05864245903	139406.3079	0.9967120955	62896.04785
1273	0.05863239122	139367.9278	0.9967139056	62878.82362
1274	0.05863589874	139282.3634	0.9967179393	62873.27575
1275	0.0586238508	139269.1778	0.9967185607	62865.4332
1276	0.0586145241	139257.5191	0.9967191101	62860.29862
1277	0.05861538922	139235.8594	0.9967201306	62859.81085
1278	0.05859368218	139224.2307	0.9967206784	62854.43768
1279	0.05857216327	139149.9898	0.9967241749	62835.04752
1280	0.05856323016	139129.1793	0.9967251546	62826.99719
1281	0.05854915066	139083.6866	0.9967272959	62819.80263
1282	0.05854035564	139033.8928	0.9967296388	62798.01966
1283	0.05852600989	139024.6575	0.9967300733	62775.21524
1284	0.05851934552	138972.3282	0.9967325345	62756.10982
1285	0.05851881755	138963.974	0.9967329273	62755.83348
1286	0.05848566273	138923.9311	0.9967348099	62717.29611
1287	0.05848885027	138918.9435	0.9967350443	62718.84363
1288	0.05843253936	138888.5335	0.9967364736	62690.2589
1289	0.05842521212	138853.5821	0.9967381159	62678.97216
1290	0.05842650061	138794.3464	0.9967408984	62666.20717
1291	0.05842303241	138787.7966	0.996741206	62666.93214
1292	0.05841037066	138752.9848	0.9967428406	62648.96698
1293	0.05835053502	138715.2537	0.9967446118	62592.14405
1294	0.05836387087	138663.391	0.9967470455	62573.89574
1295	0.05836106705	138627.2094	0.9967487429	62571.19862
1296	0.05835318131	138590.0992	0.9967504834	62566.49263
1297	0.0583409207	138557.2482	0.9967520237	62573.52034
1298	0.05832913149	138489.4587	0.9967552011	62555.73256
1299	0.05832444797	138477.2344	0.9967557739	62553.63598
1300	0.05831149689	138457.1099	0.9967567168	62540.82709
1301	0.0583074831	138396.8366	0.9967595399	62529.29133
1302	0.05828149712	138367.5261	0.9967609123	62506.69212
1303	0.0582441418	138333.9251	0.9967624853	62483.59326
1304	0.05824357835	138293.7038	0.9967643677	62478.62256
1305	0.05823998046	138287.6466	0.9967646511	62471.45022
1306	0.05823702766	138280.5151	0.9967649848	62470.02391
1307	0.05824478781	138249.8227	0.9967664207	62461.75944
1308	0.05818349955	138197.8719	0.9967688504	62378.45162
1309	0.05818334214	138176.1951	0.996769864	62376.38805
1310	0.05817018428	138144.3108	0.9967713545	62363.41655
1311	0.05816849953	138137.9314	0.9967716527	62362.80078
1312	0.05815288077	138105.9217	0.9967731487	62348.21337
1313	0.05815877535	138050.4104	0.9967757422	62333.9969
1314	0.05811817262	137996.3666	0.9967782662	62291.99943
1315	0.05809475675	137974.4498	0.9967792895	62273.13509
1316	0.05807545893	137959.7878	0.996779974	62266.43502
1317	0.05806414274	137900.8347	0.9967827253	62258.23874
1318	0.05806481543	137863.14	0.996784484	62249.02404
1319	0.05805467775	137835.9784	0.9967857509	62241.71496
1320	0.0580619232	137833.0603	0.996785887	62244.0079
1321	0.05806026227	137797.6542	0.996787538	62231.0437
1322	0.05805840231	137790.8493	0.9967878553	62221.50035
1323	0.05799938433	137749.5683	0.9967897797	62202.44862
1324	0.05800196865	137728.5596	0.9967907588	62203.10106
1325	0.05800228668	137716.6072	0.9967913158	62181.57575
1326	0.05796217834	137650.3433	0.9967944028	62168.34875
1327	0.05796581958	137615.4907	0.9967960259	62156.55835
1328	0.05796698881	137593.5079	0.9967970494	62145.32315
1329	0.05798056354	137577.3671	0.9967978009	62144.93079
1330	0.05798645346	137575.0105	0.9967979106	62147.51375
1331	0.05794065129	137511.4823	0.9968008671	62133.36674
1332	0.0579345648	137464.1678	0.9968030683	62125.72876
1333	0.05788982648	137425.2432	0.9968048785	62099.1462
1334	0.05787753394	137377.5897	0.996807094	62070.18385
1335	0.05787231473	137351.2739	0.9968083171	62055.55839
1336	0.05787346173	137317.5697	0.9968098833	62055.91572
1337	0.05788381767	137271.3575	0.9968120301	62049.93033
1338	0.05784999404	137250.4838	0.9968129996	62035.57157
1339	0.05780233137	137230.8905	0.9968139095	62022.68795
1340	0.05779976467	137215.7749	0.9968146113	62017.27923
1341	0.0577915772	137166.3347	0.9968169063	61993.09213
1342	0.05779169508	137074.2868	0.9968211771	61978.67473
1343	0.0577655792	136986.2625	0.9968252584	61937.75204
1344	0.05774591049	136977.382	0.99682567	61921.15061
1345	0.0577386112	136952.646	0.9968268164	61902.10131
1346	0.05768101961	136926.9996	0.9968280047	61882.00201
1347	0.05764827323	136889.7101	0.9968297321	61846.78867
1348	0.0576474476	136876.1926	0.9968303582	61837.64753
1349	0.05764426707	136866.9223	0.9968307876	61821.63749
1350	0.05764256193	136848.3597	0.9968316471	61809.2597
1351	0.05762170757	136801.4057	0.996833821	61797.44348
1352	0.05761315496	136742.3087	0.9968365559	61762.40439
1353	0.05761395614	136727.4893	0.9968372415	61758.40507
1354	0.05756545606	136682.7286	0.996839312	61733.16923
1355	0.05756919885	136646.097	0.9968410059	61726.66114
1356	0.05757288738	136565.2673	0.9968447421	61711.64344
1357	0.05755446922	136549.6633	0.9968454631	61703.88144
1358	0.05751976582	136512.0455	0.9968472009	61685.41015
1359	0.05750265115	136464.9395	0.9968493764	61648.73184
1360	0.05747939364	136449.6151	0.9968500839	61640.78953
1361	0.0574730353	136444.2666	0.9968503309	61630.85107
1362	0.05744861418	136413.3908	0.9968517562	61587.66018
1363	0.05744226898	136380.8972	0.9968532558	61564.42441
1364	0.05744335968	136376.6977	0.9968534496	61563.29715
1365	0.05741265286	136358.7618	0.9968542772	61552.8278
1366	0.05741458256	136326.9083	0.9968557467	61551.36605
1367	0.05740646871	136288.7875	0.9968575049	61540.66536
1368	0.05737862491	136243.0661	0.996859613	61493.26013
1369	0.05735031977	136211.819	0.9968610533	61469.99658
1370	0.05733928983	136189.3736	0.9968620878	61459.78716
1371	0.05732227096	136120.3056	0.9968652697	61422.29031
1372	0.05730996794	136066.0891	0.9968677663	61402.47622
1373	0.05730872616	136047.4304	0.9968686253	61394.14151
1374	0.05727633028	135994.4948	0.9968710617	61358.52902
1375	0.05726515203	135973.4495	0.99687203	61349.79624
1376	0.05725324245	135956.5393	0.996872808	61334.67407
1377	0.05724215815	135895.042	0.9968756364	61315.39549
1378	0.0572394285	135804.867	0.9968797814	61295.78093
1379	0.05724082669	135769.8373	0.9968813909	61285.20543
1380	0.05722426194	135766.1535	0.9968815601	61287.31986
1381	0.05716690397	135696.3988	0.9968847637	61259.67555
1382	0.0571563231	135634.8158	0.9968875906	61234.83632
1383	0.05715055735	135605.9559	0.996888915	61221.80308
1384	0.05714449901	135596.3586	0.9968893553	61220.76174
1385	0.05712547251	135574.5285	0.9968903568	61201.48613
1386	0.05711389967	135551.4658	0.9968914147	61184.33753
1387	0.05709237844	135529.5879	0.9968924181	61165.23956
1388	0.05705483179	135513.5705	0.9968931526	61152.40013
1389	0.05704447943	135480.0404	0.9968946898	61135.03716
1390	0.05700121557	135430.0503	0.996896981	61075.33055
1391	0.05699226596	135417.8421	0.9968975405	61064.66106
1392	0.05697158938	135382.5467	0.9968991575	61038.16463
1393	0.05697342849	135358.2155	0.996900272	61035.04287
1394	0.05696621983	135334.2122	0.9969013712	61024.56739
1395	0.056961108	135312.3044	0.9969023744	61019.52396
1396	0.05695761684	135298.8205	0.9969029917	61020.12178
1397	0.05693507687	135277.8032	0.9969039538	61020.37859
1398	0.05689974821	135246.182	0.996905401	60999.6804
1399	0.05689015992	135226.6837	0.9969062933	60984.80895
1400	0.05688212018	135221.072	0.99690655	60981.46353
1401	0.0568761408	135202.0635	0.9969074197	60960.58521
1402	0.05687951092	135135.5127	0.9969104635	60956.67163
1403	0.0568683748	135102.5461	0.9969119707	60933.47647
1404	0.05686151623	135043.5413	0.9969146674	60921.66771
1405	0.05685715062	135028.1129	0.9969153724	60917.56587
1406	0.05685194131	135026.956	0.9969154252	60918.97238
1407	0.05684603406	134999.1103	0.9969166973	60910.27397
1408	0.05685545195	134926.7361	0.9969200024	60915.01156
1409	0.05684543164	134875.4777	0.9969223421	60898.52349
1410	0.05680786233	134849.3171	0.9969235359	60878.02716
1411	0.05680988631	134824.5799	0.9969246645	60868.76397
1412	0.05680393317	134795.7113	0.9969259813	60870.02244
1413	0.05679634389	134759.9499	0.9969276122	60852.35242
1414	0.05679253459	134742.3119	0.9969284164	60841.05019
1415	0.05679954903	134723.7292	0.9969292636	60846.5555
1416	0.05678517026	134696.2904	0.9969305143	60828.29834
1417	0.05678970168	134676.9932	0.9969313937	60816.60329
1418	0.05678797483	134674.6418	0.9969315008	60813.60916
1419	0.05677522726	134660.2634	0.996932156	60802.48491
1420	0.05672596172	134587.2234	0.9969354831	60761.252
1421	0.05672814812	134570.8924	0.9969362268	60753.93988
1422	0.05672511462	134495.8362	0.9969396434	60738.79903
1423	0.0566964643	134458.4486	0.9969413447	60731.66273
1424	0.0566868314	134357.587	0.9969459317	60690.87152
1425	0.05667261121	134331.282	0.9969471275	60662.28581
1426	0.05663268346	134265.4189	0.9969501204	60617.57933
1427	0.05663075925	134233.8068	0.9969515564	60629.3275
1428	0.05663570546	134226.6086	0.9969518833	60628.27573
1429	0.05663944612	134198.025	0.9969531814	60618.60789
1430	0.05662540209	134174.3483	0.9969542564	60603.58748
1431	0.05661990709	134169.5384	0.9969544748	60596.53514
1432	0.05660843826	134076.9765	0.9969586755	60576.6745
1433	0.05660370582	134043.0632	0.9969602138	60551.48035
1434	0.05659721158	134034.8632	0.9969605857	60549.20995
1435	0.05657940497	134027.9074	0.9969609012	60547.09319
1436	0.05655247015	134001.2517	0.9969621099	60524.4318
1437	0.05653777714	133970.1778	0.9969635187	60519.26789
1438	0.05653178495	133942.3779	0.9969647787	60506.53425
1439	0.05652059667	133907.808	0.9969663453	60479.29318
1440	0.05650979844	133833.1076	0.996969729	60439.39602
1441	0.05649202532	133820.2741	0.9969703101	60437.76887
1442	0.05647714704	133780.2144	0.9969721237	60411.02005
1443	0.05646925139	133740.7387	0.9969739104	60398.60525
1444	0.05646706145	133711.6505	0.9969752266	60410.36882
1445	0.0564636841	133675.6969	0.996976853	60404.6278
1446	0.05643300207	133650.4503	0.9969779948	60384.94982
1447	0.0564232809	133586.3706	0.996980892	60374.87067
1448	0.05641506417	133570.2913	0.9969816187	60364.4577
1449	0.05639193917	133502.7075	0.9969846724	60337.53869
1450	0.05639094063	133488.2011	0.9969853277	60337.36376
1451	0.05638984219	133462.2348	0.9969865004	60349.44528
1452	0.05638535935	133453.9922	0.9969868726	60344.02068
1453	0.0563879495	133427.0108	0.9969880909	60339.62668
1454	0.05637983305	133415.953	0.9969885901	60335.93903
1455	0.05638270492	133401.2407	0.9969892542	60329.13493
1456	0.05637051291	133380.783	0.9969901776	60315.34092
1457	0.05635042047	133359.2303	0.9969911502	60293.80855
1458	0.05634284201	133316.8515	0.9969930622	60272.29903
1459	0.05629880974	133276.6287	0.9969948763	60246.90405
1460	0.05629973781	133254.3666	0.9969958802	60234.26303
1461	0.05629647765	133217.8093	0.9969975283	60227.81753
1462	0.05629308512	133203.956	0.9969981527	60225.81108
1463	0.05629041658	133194.238	0.9969985907	60215.852
1464	0.05629060799	133172.9376	0.9969995506	60201.62969
1465	0.05629315021	133147.6111	0.9970006917	60204.51841
1466	0.0562725589	133114.75	0.997002172	60185.95735
1467	0.05627301238	133083.9769	0.9970035579	60159.95937
1468	0.05626127135	133063.2202	0.9970044925	60156.19354
1469	0.05625844594	133047.6846	0.9970051919	60151.65025
1470	0.0562466145	133021.9962	0.9970063483	60129.26957
1471	0.05624485427	132983.1831	0.997008095	60111.42969
1472	0.05624492953	132975.0882	0.9970084592	60111.80419
1473	0.05623138229	132954.1919	0.9970093994	60103.36079
1474	0.05614372128	132922.4506	0.9970108272	60038.07718
1475	0.05613610002	132883.1363	0.9970125951	60007.79881
1476	0.05614173226	132867.4986	0.9970132982	60014.68145
1477	0.05611053747	132812.4347	0.9970157732	59977.91238
1478	0.0560944239	132806.4961	0.9970160401	59977.77008
1479	0.056071138	132775.8053	0.9970174191	59949.67142
1480	0.05606916984	132748.7047	0.9970186365	59933.08915
1481	0.05607570098	132744.3957	0.99701883	59933.14428
1482	0.0560755617	132720.2425	0.9970199148	59920.90529
1483	0.05605666165	132701.593	0.9970207522	59894.73766
1484	0.05603774942	132659.5194	0.9970226411	59868.65109
1485	0.05603576812	132634.3372	0.9970237714	59856.67148
1486	0.05603432283	132585.0054	0.9970259849	59851.52235
1487	0.05601452902	132539.8048	0.9970280123	59843.59577
1488	0.05597432349	132519.3172	0.9970289311	59823.13676
